unique_id,ds,y
delhi,2022-01-01,4172405.0
delhi,2022-02-01,4519340.0
delhi,2022-03-01,5084219.0
delhi,2022-04-01,4835788.0
delhi,2022-05-01,4509630.0
delhi,2022-06-01,4551424.0
delhi,2022-07-01,4698793.0
delhi,2022-08-01,5008384.0
delhi,2022-09-01,5470051.0
delhi,2022-10-01,4914522.0
delhi,2022-11-01,5075270.0
delhi,2022-12-01,5096146.0
delhi,2023-01-01,4986953.0
delhi,2023-02-01,5115055.0
delhi,2023-03-01,5602934.0
delhi,2023-04-01,5175243.0
delhi,2023-05-01,5262377.0
delhi,2023-06-01,5027779.0
delhi,2023-07-01,5193419.0
delhi,2023-08-01,5694735.0
delhi,2023-09-01,5876951.0
delhi,2023-10-01,6712889.0
delhi,2023-11-01,5579662.0
delhi,2023-12-01,5938729.0
delhi,2024-01-01,6053899.0
delhi,2024-02-01,6337797.0
delhi,2024-03-01,6869378.0
delhi,2024-04-01,6258016.0
delhi,2024-05-01,6655047.0
delhi,2024-06-01,6470384.0
delhi,2024-07-01,7390078.0
delhi,2024-08-01,7123964.0
delhi,2024-09-01,7717223.0
delhi,2024-10-01,8707096.0
delhi,2024-11-01,7080400.0
delhi,2024-12-01,7934314.0
delhi,2025-01-01,8570743.0
delhi,2025-02-01,8136454.0
delhi,2025-03-01,9223921.0
delhi,2025-04-01,8689870.0
delhi,2025-05-01,8540267.0
delhi,2025-06-01,8300118.0
delhi,2025-07-01,9162038.0
delhi,2025-08-01,8983031.0
delhi,2025-09-01,9556566.0
delhi,2025-10-01,9198557.0
delhi,2025-11-01,8567254.0
delhi,2025-12-01,9093115.0
delhi,2026-01-01,9244174.0
delhi,2026-02-01,8938634.0
delhi,2026-03-01,9349215.0
delhi,2026-04-01,8728335.0
delhi,2026-05-01,8734092.0
delhi,2026-06-01,8216664.0
delhi,2026-07-01,8579293.0
dnh and dd,2018-07-01,612860.0
dnh and dd,2018-08-01,737660.0
dnh and dd,2018-09-01,676050.0
dnh and dd,2018-10-01,693464.0
dnh and dd,2018-11-01,581496.0
dnh and dd,2018-12-01,732397.0
dnh and dd,2019-01-01,741491.0
dnh and dd,2019-02-01,702802.0
dnh and dd,2019-03-01,733979.0
dnh and dd,2019-04-01,702768.0
dnh and dd,2019-05-01,698391.0
dnh and dd,2019-06-01,677739.0
dnh and dd,2019-07-01,741455.0
dnh and dd,2019-08-01,704724.0
dnh and dd,2019-09-01,688876.0
dnh and dd,2019-10-01,652409.0
dnh and dd,2019-11-01,709025.0
dnh and dd,2019-12-01,759963.0
dnh and dd,2020-01-01,767785.0
dnh and dd,2020-02-01,738232.0
dnh and dd,2020-03-01,693784.0
dnh and dd,2020-04-01,649336.0
dnh and dd,2020-05-01,604888.0
dnh and dd,2020-06-01,560440.0
dnh and dd,2020-07-01,515992.0
dnh and dd,2020-08-01,531191.0
dnh and dd,2020-09-01,656411.0
dnh and dd,2020-10-01,720217.0
dnh and dd,2020-11-01,645112.0
dnh and dd,2020-12-01,749562.0
dnh and dd,2021-01-01,748951.0
dnh and dd,2021-02-01,724622.0
dnh and dd,2021-03-01,756055.0
dnh and dd,2021-04-01,598216.0
dnh and dd,2021-05-01,497044.0
dnh and dd,2021-06-01,583173.0
dnh and dd,2021-07-01,679173.0
dnh and dd,2021-08-01,730547.0
dnh and dd,2021-09-01,729242.0
dnh and dd,2021-10-01,17438.0
dnh and dd,2021-11-01,620090.0
dnh and dd,2021-12-01,774004.0
dnh and dd,2022-01-01,755802.0
dnh and dd,2022-02-01,749012.0
dnh and dd,2022-03-01,786161.0
dnh and dd,2022-04-01,720640.0
dnh and dd,2022-05-01,740145.0
dnh and dd,2022-06-01,750420.0
dnh and dd,2022-07-01,739668.0
dnh and dd,2022-08-01,769656.0
dnh and dd,2022-09-01,792371.0
dnh and dd,2022-10-01,701413.0
dnh and dd,2022-11-01,758354.0
dnh and dd,2022-12-01,817244.0
dnh and dd,2023-01-01,794587.0
dnh and dd,2023-02-01,740757.0
dnh and dd,2023-03-01,822473.0
dnh and dd,2023-04-01,731779.0
dnh and dd,2023-05-01,766303.0
dnh and dd,2023-06-01,771738.0
dnh and dd,2023-07-01,806214.0
dnh and dd,2023-08-01,817720.0
dnh and dd,2023-09-01,799205.0
dnh and dd,2023-10-01,813419.0
dnh and dd,2023-11-01,692202.0
dnh and dd,2023-12-01,826992.0
dnh and dd,2024-01-01,809400.0
dnh and dd,2024-02-01,801940.0
dnh and dd,2024-03-01,830393.0
dnh and dd,2024-04-01,778689.0
dnh and dd,2024-05-01,827015.0
dnh and dd,2024-06-01,823172.0
dnh and dd,2024-07-01,830370.0
dnh and dd,2024-08-01,829855.0
dnh and dd,2024-09-01,852437.0
dnh and dd,2024-10-01,881487.0
dnh and dd,2024-11-01,763417.0
dnh and dd,2024-12-01,879131.0
dnh and dd,2025-01-01,897806.0
dnh and dd,2025-02-01,802718.0
dnh and dd,2025-03-01,866043.0
dnh and dd,2025-04-01,811513.0
dnh and dd,2025-05-01,838420.0
dnh and dd,2025-06-01,832971.0
dnh and dd,2025-07-01,908789.0
dnh and dd,2025-08-01,862559.0
dnh and dd,2025-09-01,880456.0
dnh and dd,2025-10-01,775622.0
dnh and dd,2025-11-01,836368.0
dnh and dd,2025-12-01,903468.0
dnh and dd,2026-01-01,886657.0
dnh and dd,2026-02-01,843475.0
dnh and dd,2026-03-01,858785.0
dnh and dd,2026-04-01,739149.0
dnh and dd,2026-05-01,786646.0
dnh and dd,2026-06-01,840231.0
dnh and dd,2026-07-01,838266.0
goa,2018-07-01,193936.0
goa,2018-08-01,231955.0
goa,2018-09-01,205805.0
goa,2018-10-01,240636.0
goa,2018-11-01,217809.0
goa,2018-12-01,222946.0
goa,2019-01-01,219972.0
goa,2019-02-01,210513.0
goa,2019-03-01,227948.0
goa,2019-04-01,217759.0
goa,2019-05-01,230964.0
goa,2019-06-01,209238.0
goa,2019-07-01,207707.0
goa,2019-08-01,206898.0
goa,2019-09-01,192196.0
goa,2019-10-01,210024.0
goa,2019-11-01,227329.0
goa,2019-12-01,226457.0
goa,2020-01-01,237847.0
goa,2020-02-01,229763.0
goa,2020-03-01,219920.8
goa,2020-04-01,210078.6
goa,2020-05-01,200236.4
goa,2020-06-01,190394.2
goa,2020-07-01,180552.0
goa,2020-08-01,175831.0
goa,2020-09-01,209275.0
goa,2020-10-01,227259.0
goa,2020-11-01,228131.0
goa,2020-12-01,246840.0
goa,2021-01-01,247101.0
goa,2021-02-01,239356.0
goa,2021-03-01,283564.0
goa,2021-04-01,239140.0
goa,2021-05-01,164846.0
goa,2021-06-01,203496.0
goa,2021-07-01,233071.0
goa,2021-08-01,271194.0
goa,2021-09-01,248781.0
goa,2021-10-01,207343.0
goa,2021-11-01,259876.0
goa,2021-12-01,298367.0
goa,2022-01-01,272646.0
goa,2022-02-01,262654.0
goa,2022-03-01,295690.0
goa,2022-04-01,284649.0
goa,2022-05-01,292194.0
goa,2022-06-01,288251.0
goa,2022-07-01,278937.0
goa,2022-08-01,296570.0
goa,2022-09-01,295176.0
goa,2022-10-01,298020.0
goa,2022-11-01,315923.0
goa,2022-12-01,328672.0
goa,2023-01-01,308360.0
goa,2023-02-01,294905.0
goa,2023-03-01,332580.0
goa,2023-04-01,310044.0
goa,2023-05-01,328855.0
goa,2023-06-01,320630.0
goa,2023-07-01,314798.0
goa,2023-08-01,348602.0
goa,2023-09-01,308493.0
goa,2023-10-01,358603.0
goa,2023-11-01,340843.0
goa,2023-12-01,352259.0
goa,2024-01-01,346242.0
goa,2024-02-01,344570.0
goa,2024-03-01,365653.0
goa,2024-04-01,348222.0
goa,2024-05-01,384194.0
goa,2024-06-01,359239.0
goa,2024-07-01,363009.0
goa,2024-08-01,393966.0
goa,2024-09-01,363277.0
goa,2024-10-01,416013.0
goa,2024-11-01,404916.0
goa,2024-12-01,412499.0
goa,2025-01-01,440538.0
goa,2025-02-01,391448.0
goa,2025-03-01,431524.0
goa,2025-04-01,419204.0
goa,2025-05-01,421300.0
goa,2025-06-01,422749.0
goa,2025-07-01,466528.0
goa,2025-08-01,445750.0
goa,2025-09-01,489489.0
goa,2025-10-01,532574.0
goa,2025-11-01,573974.0
goa,2025-12-01,621702.0
goa,2026-01-01,618289.0
goa,2026-02-01,566977.0
goa,2026-03-01,611127.0
goa,2026-04-01,585254.0
goa,2026-05-01,579270.0
goa,2026-06-01,541547.0
goa,2026-07-01,516705.0
gujarat,2018-07-01,4957104.0
gujarat,2018-08-01,6564749.0
gujarat,2018-09-01,6143184.0
gujarat,2018-10-01,8270782.0
gujarat,2018-11-01,5828871.0
gujarat,2018-12-01,7814213.0
gujarat,2019-01-01,8118627.0
gujarat,2019-02-01,7817846.0
gujarat,2019-03-01,8144132.0
gujarat,2019-04-01,8352788.0
gujarat,2019-05-01,8172132.0
gujarat,2019-06-01,7058001.0
gujarat,2019-07-01,7578033.0
gujarat,2019-08-01,7413602.0
gujarat,2019-09-01,8003651.0
gujarat,2019-10-01,8212383.0
gujarat,2019-11-01,7645001.0
gujarat,2019-12-01,8677755.0
gujarat,2020-01-01,8996118.0
gujarat,2020-02-01,8932668.0
gujarat,2020-03-01,8474407.2
gujarat,2020-04-01,8016146.4
gujarat,2020-05-01,7557885.6
gujarat,2020-06-01,7099624.8
gujarat,2020-07-01,6641364.0
gujarat,2020-08-01,6558424.0
gujarat,2020-09-01,8275198.0
gujarat,2020-10-01,10212700.0
gujarat,2020-11-01,8266730.0
gujarat,2020-12-01,9631848.0
gujarat,2021-01-01,9660717.0
gujarat,2021-02-01,9823478.0
gujarat,2021-03-01,10788892.0
gujarat,2021-04-01,8520604.0
gujarat,2021-05-01,5577961.0
gujarat,2021-06-01,7938692.0
gujarat,2021-07-01,9284055.0
gujarat,2021-08-01,9727638.0
gujarat,2021-09-01,9992923.0
gujarat,2021-10-01,835155.0
gujarat,2021-11-01,8165321.0
gujarat,2021-12-01,10478198.0
gujarat,2022-01-01,10103548.0
gujarat,2022-02-01,10094111.0
gujarat,2022-03-01,11382623.0
gujarat,2022-04-01,11384239.0
gujarat,2022-05-01,10046870.0
gujarat,2022-06-01,9959651.0
gujarat,2022-07-01,10270010.0
gujarat,2022-08-01,10532904.0
gujarat,2022-09-01,11973437.0
gujarat,2022-10-01,10357472.0
gujarat,2022-11-01,10992397.0
gujarat,2022-12-01,11847455.0
gujarat,2023-01-01,11965012.0
gujarat,2023-02-01,11876891.0
gujarat,2023-03-01,12736957.0
gujarat,2023-04-01,12111680.0
gujarat,2023-05-01,12034376.0
gujarat,2023-06-01,10963441.0
gujarat,2023-07-01,11614434.0
gujarat,2023-08-01,13015342.0
gujarat,2023-09-01,12750731.0
gujarat,2023-10-01,14691675.0
gujarat,2023-11-01,10710144.0
gujarat,2023-12-01,13298449.0
gujarat,2024-01-01,13587442.0
gujarat,2024-02-01,13269862.0
gujarat,2024-03-01,13656535.0
gujarat,2024-04-01,13155922.0
gujarat,2024-05-01,13279101.0
gujarat,2024-06-01,13002873.0
gujarat,2024-07-01,13529899.0
gujarat,2024-08-01,13559099.0
gujarat,2024-09-01,14775102.0
gujarat,2024-10-01,16326274.0
gujarat,2024-11-01,12015324.0
gujarat,2024-12-01,14667754.0
gujarat,2025-01-01,15675429.0
gujarat,2025-02-01,14468122.0
gujarat,2025-03-01,15416050.0
gujarat,2025-04-01,15451710.0
gujarat,2025-05-01,14802891.0
gujarat,2025-06-01,14001851.0
gujarat,2025-07-01,16525821.0
gujarat,2025-08-01,16043204.0
gujarat,2025-09-01,17427395.0
gujarat,2025-10-01,15045067.0
gujarat,2025-11-01,15965973.0
gujarat,2025-12-01,17199196.0
gujarat,2026-01-01,17938039.0
gujarat,2026-02-01,17594707.0
gujarat,2026-03-01,17217933.0
gujarat,2026-04-01,16370361.0
gujarat,2026-05-01,15866713.0
gujarat,2026-06-01,16600529.0
gujarat,2026-07-01,16528549.0
haryana,2018-07-01,5490678.0
haryana,2018-08-01,5839624.0
haryana,2018-09-01,5780441.0
haryana,2018-10-01,6224862.0
haryana,2018-11-01,5191525.0
haryana,2018-12-01,5621432.0
haryana,2019-01-01,5757295.0
haryana,2019-02-01,5625688.0
haryana,2019-03-01,5929787.0
haryana,2019-04-01,5866572.0
haryana,2019-05-01,6097744.0
haryana,2019-06-01,5635529.0
haryana,2019-07-01,6029640.0
haryana,2019-08-01,5808427.0
haryana,2019-09-01,6350796.0
haryana,2019-10-01,6255678.0
haryana,2019-11-01,6256806.0
haryana,2019-12-01,6398774.0
haryana,2020-01-01,6758803.0
haryana,2020-02-01,6592207.0
haryana,2020-03-01,6476797.2
haryana,2020-04-01,6361387.4
haryana,2020-05-01,6245977.6
haryana,2020-06-01,6130567.8
haryana,2020-07-01,6015158.0
haryana,2020-08-01,6178602.0
haryana,2020-09-01,7194197.0
haryana,2020-10-01,7817445.0
haryana,2020-11-01,6807865.0
haryana,2020-12-01,7313452.0
haryana,2021-01-01,7406466.0
haryana,2021-02-01,7545653.0
haryana,2021-03-01,8221213.0
haryana,2021-04-01,7081723.0
haryana,2021-05-01,4599173.0
haryana,2021-06-01,6801114.0
haryana,2021-07-01,7659938.0
haryana,2021-08-01,7491429.0
haryana,2021-09-01,7940592.0
haryana,2021-10-01,7902116.0
haryana,2021-11-01,7007387.0
haryana,2021-12-01,8048723.0
haryana,2022-01-01,8081618.0
haryana,2022-02-01,8075547.0
haryana,2022-03-01,8634985.0
haryana,2022-04-01,8441869.0
haryana,2022-05-01,8592534.0
haryana,2022-06-01,8664055.0
haryana,2022-07-01,9082370.0
haryana,2022-08-01,9111770.0
haryana,2022-09-01,10300373.0
haryana,2022-10-01,9350335.0
haryana,2022-11-01,9377069.0
haryana,2022-12-01,9387777.0
haryana,2023-01-01,9435791.0
haryana,2023-02-01,9159468.0
haryana,2023-03-01,10038402.0
haryana,2023-04-01,9684176.0
haryana,2023-05-01,10233737.0
haryana,2023-06-01,9933347.0
haryana,2023-07-01,10749689.0
haryana,2023-08-01,11063813.0
haryana,2023-09-01,11632028.0
haryana,2023-10-01,12969567.0
haryana,2023-11-01,10809338.0
haryana,2023-12-01,11285585.0
haryana,2024-01-01,11800124.0
haryana,2024-02-01,12011248.0
haryana,2024-03-01,12981271.0
haryana,2024-04-01,12583488.0
haryana,2024-05-01,13667851.0
haryana,2024-06-01,13398165.0
haryana,2024-07-01,14897186.0
haryana,2024-08-01,14365179.0
haryana,2024-09-01,15661252.0
haryana,2024-10-01,16805779.0
haryana,2024-11-01,14172568.0
haryana,2024-12-01,15884856.0
haryana,2025-01-01,17023397.0
haryana,2025-02-01,16080173.0
haryana,2025-03-01,17848306.0
haryana,2025-04-01,17553653.0
haryana,2025-05-01,18268965.0
haryana,2025-06-01,17622173.0
haryana,2025-07-01,19094480.0
haryana,2025-08-01,17831409.0
haryana,2025-09-01,18606055.0
haryana,2025-10-01,17618920.0
haryana,2025-11-01,17017920.0
haryana,2025-12-01,18333151.0
haryana,2026-01-01,18111166.0
haryana,2026-02-01,16992971.0
haryana,2026-03-01,18450397.0
haryana,2026-04-01,18050973.0
haryana,2026-05-01,18954527.0
haryana,2026-06-01,18352564.0
haryana,2026-07-01,19161446.0
himachal pradesh,2018-07-01,675169.0
himachal pradesh,2018-08-01,786189.0
himachal pradesh,2018-09-01,747177.0
himachal pradesh,2018-10-01,820152.0
himachal pradesh,2018-11-01,701925.0
himachal pradesh,2018-12-01,742415.0
himachal pradesh,2019-01-01,719303.0
himachal pradesh,2019-02-01,681145.0
himachal pradesh,2019-03-01,765317.0
himachal pradesh,2019-04-01,756366.0
himachal pradesh,2019-05-01,786462.0
himachal pradesh,2019-06-01,750114.0
himachal pradesh,2019-07-01,784614.0
himachal pradesh,2019-08-01,755625.0
himachal pradesh,2019-09-01,804683.0
himachal pradesh,2019-10-01,779799.0
himachal pradesh,2019-11-01,775332.0
himachal pradesh,2019-12-01,745835.0
himachal pradesh,2020-01-01,723408.0
himachal pradesh,2020-02-01,736271.0
himachal pradesh,2020-03-01,737715.2
himachal pradesh,2020-04-01,739159.4
himachal pradesh,2020-05-01,740603.6
himachal pradesh,2020-06-01,742047.8
himachal pradesh,2020-07-01,743492.0
himachal pradesh,2020-08-01,737251.0
himachal pradesh,2020-09-01,836089.0
himachal pradesh,2020-10-01,926112.0
himachal pradesh,2020-11-01,765063.0
himachal pradesh,2020-12-01,818353.0
himachal pradesh,2021-01-01,769827.0
himachal pradesh,2021-02-01,787194.0
himachal pradesh,2021-03-01,889774.0
himachal pradesh,2021-04-01,806487.0
himachal pradesh,2021-05-01,635791.0
himachal pradesh,2021-06-01,777578.0
himachal pradesh,2021-07-01,866861.0
himachal pradesh,2021-08-01,868312.0
himachal pradesh,2021-09-01,926730.0
himachal pradesh,2021-10-01,916416.0
himachal pradesh,2021-11-01,785649.0
himachal pradesh,2021-12-01,888509.0
himachal pradesh,2022-01-01,807237.0
himachal pradesh,2022-02-01,817866.0
himachal pradesh,2022-03-01,941922.0
himachal pradesh,2022-04-01,924820.0
himachal pradesh,2022-05-01,950824.0
himachal pradesh,2022-06-01,963203.0
himachal pradesh,2022-07-01,953361.0
himachal pradesh,2022-08-01,947791.0
himachal pradesh,2022-09-01,1012857.0
himachal pradesh,2022-10-01,929591.0
himachal pradesh,2022-11-01,966499.0
himachal pradesh,2022-12-01,932444.0
himachal pradesh,2023-01-01,859059.0
himachal pradesh,2023-02-01,881020.0
himachal pradesh,2023-03-01,1044460.0
himachal pradesh,2023-04-01,991111.0
himachal pradesh,2023-05-01,1034867.0
himachal pradesh,2023-06-01,1026174.0
himachal pradesh,2023-07-01,941153.0
himachal pradesh,2023-08-01,1004676.0
himachal pradesh,2023-09-01,1066719.0
himachal pradesh,2023-10-01,1113230.0
himachal pradesh,2023-11-01,953264.0
himachal pradesh,2023-12-01,1031520.0
himachal pradesh,2024-01-01,976575.0
himachal pradesh,2024-02-01,975492.0
himachal pradesh,2024-03-01,1053894.0
himachal pradesh,2024-04-01,1034745.0
himachal pradesh,2024-05-01,1138533.0
himachal pradesh,2024-06-01,1085810.0
himachal pradesh,2024-07-01,1116847.0
himachal pradesh,2024-08-01,1082912.0
himachal pradesh,2024-09-01,1115573.0
himachal pradesh,2024-10-01,1166417.0
himachal pradesh,2024-11-01,1022286.0
himachal pradesh,2024-12-01,1066556.0
himachal pradesh,2025-01-01,1095617.0
himachal pradesh,2025-02-01,1002933.0
himachal pradesh,2025-03-01,1140390.0
himachal pradesh,2025-04-01,1124379.0
himachal pradesh,2025-05-01,1198239.0
himachal pradesh,2025-06-01,1158730.0
himachal pradesh,2025-07-01,1209124.0
himachal pradesh,2025-08-01,1108069.0
himachal pradesh,2025-09-01,1199156.0
himachal pradesh,2025-10-01,1160175.0
himachal pradesh,2025-11-01,1210304.0
himachal pradesh,2025-12-01,1272872.0
himachal pradesh,2026-01-01,1195999.0
himachal pradesh,2026-02-01,1183954.0
himachal pradesh,2026-03-01,1286623.0
himachal pradesh,2026-04-01,1207913.0
himachal pradesh,2026-05-01,1254165.0
himachal pradesh,2026-06-01,1314420.0
himachal pradesh,2026-07-01,1307109.0
jammu and kashmir,2018-07-01,298732.0
jammu and kashmir,2018-08-01,336661.0
jammu and kashmir,2018-09-01,346614.0
jammu and kashmir,2018-10-01,370959.0
jammu and kashmir,2018-11-01,315600.0
jammu and kashmir,2018-12-01,313435.0
jammu and kashmir,2019-01-01,282930.0
jammu and kashmir,2019-02-01,245880.0
jammu and kashmir,2019-03-01,390844.0
jammu and kashmir,2019-04-01,385054.0
jammu and kashmir,2019-05-01,397197.0
jammu and kashmir,2019-06-01,360697.0
jammu and kashmir,2019-07-01,383878.0
jammu and kashmir,2019-08-01,228791.0
jammu and kashmir,2019-09-01,264576.0
jammu and kashmir,2019-10-01,313909.0
jammu and kashmir,2019-11-01,301047.0
jammu and kashmir,2019-12-01,264641.0
jammu and kashmir,2020-01-01,261180.0
jammu and kashmir,2020-02-01,324911.0
jammu and kashmir,2020-03-01,334091.6
jammu and kashmir,2020-04-01,343272.2
jammu and kashmir,2020-05-01,352452.8
jammu and kashmir,2020-06-01,361633.4
jammu and kashmir,2020-07-01,370814.0
jammu and kashmir,2020-08-01,328439.0
jammu and kashmir,2020-09-01,410911.0
jammu and kashmir,2020-10-01,468472.0
jammu and kashmir,2020-11-01,391752.0
jammu and kashmir,2020-12-01,363473.0
jammu and kashmir,2021-01-01,312330.0
jammu and kashmir,2021-02-01,389886.0
jammu and kashmir,2021-03-01,486420.0
jammu and kashmir,2021-04-01,414782.0
jammu and kashmir,2021-05-01,252086.0
jammu and kashmir,2021-06-01,405878.0
jammu and kashmir,2021-07-01,437844.0
jammu and kashmir,2021-08-01,442427.0
jammu and kashmir,2021-09-01,477574.0
jammu and kashmir,2021-10-01,439781.0
jammu and kashmir,2021-11-01,425363.0
jammu and kashmir,2021-12-01,432394.0
jammu and kashmir,2022-01-01,342168.0
jammu and kashmir,2022-02-01,418679.0
jammu and kashmir,2022-03-01,548752.0
jammu and kashmir,2022-04-01,514217.0
jammu and kashmir,2022-05-01,491903.0
jammu and kashmir,2022-06-01,486026.0
jammu and kashmir,2022-07-01,472772.0
jammu and kashmir,2022-08-01,493721.0
jammu and kashmir,2022-09-01,542225.0
jammu and kashmir,2022-10-01,525980.0
jammu and kashmir,2022-11-01,514544.0
jammu and kashmir,2022-12-01,483556.0
jammu and kashmir,2023-01-01,422839.0
jammu and kashmir,2023-02-01,469256.0
jammu and kashmir,2023-03-01,620803.0
jammu and kashmir,2023-04-01,520235.0
jammu and kashmir,2023-05-01,578592.0
jammu and kashmir,2023-06-01,547211.0
jammu and kashmir,2023-07-01,543034.0
jammu and kashmir,2023-08-01,569785.0
jammu and kashmir,2023-09-01,589607.0
jammu and kashmir,2023-10-01,613402.0
jammu and kashmir,2023-11-01,546179.0
jammu and kashmir,2023-12-01,544890.0
jammu and kashmir,2024-01-01,499820.0
jammu and kashmir,2024-02-01,519293.0
jammu and kashmir,2024-03-01,643153.0
jammu and kashmir,2024-04-01,564343.0
jammu and kashmir,2024-05-01,659921.0
jammu and kashmir,2024-06-01,601027.0
jammu and kashmir,2024-07-01,627506.0
jammu and kashmir,2024-08-01,601877.0
jammu and kashmir,2024-09-01,633131.0
jammu and kashmir,2024-10-01,685686.0
jammu and kashmir,2024-11-01,602402.0
jammu and kashmir,2024-12-01,587325.0
jammu and kashmir,2025-01-01,577291.0
jammu and kashmir,2025-02-01,589669.0
jammu and kashmir,2025-03-01,705816.0
jammu and kashmir,2025-04-01,681004.0
jammu and kashmir,2025-05-01,685476.0
jammu and kashmir,2025-06-01,664530.0
jammu and kashmir,2025-07-01,731316.0
jammu and kashmir,2025-08-01,646819.0
jammu and kashmir,2025-09-01,722972.0
jammu and kashmir,2025-10-01,818353.0
jammu and kashmir,2025-11-01,784424.0
jammu and kashmir,2025-12-01,773667.0
jammu and kashmir,2026-01-01,701378.0
jammu and kashmir,2026-02-01,747657.0
jammu and kashmir,2026-03-01,834231.0
jammu and kashmir,2026-04-01,806853.0
jammu and kashmir,2026-05-01,820603.0
jammu and kashmir,2026-06-01,821539.0
jammu and kashmir,2026-07-01,798053.0
jharkhand,2018-07-01,859419.0
jharkhand,2018-08-01,903043.0
jharkhand,2018-09-01,979467.0
jharkhand,2018-10-01,941622.0
jharkhand,2018-11-01,865820.0
jharkhand,2018-12-01,876431.0
jharkhand,2019-01-01,947955.0
jharkhand,2019-02-01,933172.0
jharkhand,2019-03-01,1018161.0
jharkhand,2019-04-01,954021.0
jharkhand,2019-05-01,970058.0
jharkhand,2019-06-01,870292.0
jharkhand,2019-07-01,838369.0
jharkhand,2019-08-01,855687.0
jharkhand,2019-09-01,852687.0
jharkhand,2019-10-01,749379.0
jharkhand,2019-11-01,841058.0
jharkhand,2019-12-01,894428.0
jharkhand,2020-01-01,946729.0
jharkhand,2020-02-01,932467.0
jharkhand,2020-03-01,905838.4
jharkhand,2020-04-01,879209.8
jharkhand,2020-05-01,852581.2
jharkhand,2020-06-01,825952.6
jharkhand,2020-07-01,799324.0
jharkhand,2020-08-01,779355.0
jharkhand,2020-09-01,919255.0
jharkhand,2020-10-01,997863.0
jharkhand,2020-11-01,932152.0
jharkhand,2020-12-01,1086617.0
jharkhand,2021-01-01,1076032.0
jharkhand,2021-02-01,1128023.0
jharkhand,2021-03-01,1277320.0
jharkhand,2021-04-01,1047366.0
jharkhand,2021-05-01,700752.0
jharkhand,2021-06-01,866720.0
jharkhand,2021-07-01,1027945.0
jharkhand,2021-08-01,1030309.0
jharkhand,2021-09-01,1088923.0
jharkhand,2021-10-01,1032849.0
jharkhand,2021-11-01,1026085.0
jharkhand,2021-12-01,1125400.0
jharkhand,2022-01-01,1145891.0
jharkhand,2022-02-01,1251699.0
jharkhand,2022-03-01,1399054.0
jharkhand,2022-04-01,1307664.0
jharkhand,2022-05-01,1254923.0
jharkhand,2022-06-01,1155602.0
jharkhand,2022-07-01,1182044.0
jharkhand,2022-08-01,1203671.0
jharkhand,2022-09-01,1268769.0
jharkhand,2022-10-01,1189480.0
jharkhand,2022-11-01,1309848.0
jharkhand,2022-12-01,1345929.0
jharkhand,2023-01-01,1379188.0
jharkhand,2023-02-01,1432381.0
jharkhand,2023-03-01,1533619.0
jharkhand,2023-04-01,1400971.0
jharkhand,2023-05-01,1425130.0
jharkhand,2023-06-01,1367053.0
jharkhand,2023-07-01,1331549.0
jharkhand,2023-08-01,1373713.0
jharkhand,2023-09-01,1422074.0
jharkhand,2023-10-01,1432385.0
jharkhand,2023-11-01,1385528.0
jharkhand,2023-12-01,1414457.0
jharkhand,2024-01-01,1447168.0
jharkhand,2024-02-01,1489155.0
jharkhand,2024-03-01,1566790.0
jharkhand,2024-04-01,1467937.0
jharkhand,2024-05-01,1532392.0
jharkhand,2024-06-01,1494847.0
jharkhand,2024-07-01,1478210.0
jharkhand,2024-08-01,1432443.0
jharkhand,2024-09-01,1530667.0
jharkhand,2024-10-01,1592670.0
jharkhand,2024-11-01,1458575.0
jharkhand,2024-12-01,1597352.0
jharkhand,2025-01-01,1710141.0
jharkhand,2025-02-01,1672323.0
jharkhand,2025-03-01,1850708.0
jharkhand,2025-04-01,1755386.0
jharkhand,2025-05-01,1767228.0
jharkhand,2025-06-01,1576820.0
jharkhand,2025-07-01,1671833.0
jharkhand,2025-08-01,1765220.0
jharkhand,2025-09-01,1842687.0
jharkhand,2025-10-01,1810390.0
jharkhand,2025-11-01,1940818.0
jharkhand,2025-12-01,2079350.0
jharkhand,2026-01-01,2133229.0
jharkhand,2026-02-01,2180742.0
jharkhand,2026-03-01,2226132.0
jharkhand,2026-04-01,2105323.0
jharkhand,2026-05-01,2062491.0
jharkhand,2026-06-01,1942635.0
jharkhand,2026-07-01,1967677.0
karnataka,2018-07-01,4962440.0
karnataka,2018-08-01,5489958.0
karnataka,2018-09-01,5265853.0
karnataka,2018-10-01,5616155.0
karnataka,2018-11-01,4993656.0
karnataka,2018-12-01,5399323.0
karnataka,2019-01-01,5476769.0
karnataka,2019-02-01,5375891.0
karnataka,2019-03-01,6030565.0
karnataka,2019-04-01,5451449.0
karnataka,2019-05-01,6008571.0
karnataka,2019-06-01,5599934.0
karnataka,2019-07-01,5987036.0
karnataka,2019-08-01,5860237.0
karnataka,2019-09-01,5734804.0
karnataka,2019-10-01,5707729.0
karnataka,2019-11-01,5763144.0
karnataka,2019-12-01,6165450.0
karnataka,2020-01-01,6334016.0
karnataka,2020-02-01,6301890.0
karnataka,2020-03-01,6069516.2
karnataka,2020-04-01,5837142.4
karnataka,2020-05-01,5604768.6
karnataka,2020-06-01,5372394.8
karnataka,2020-07-01,5140021.0
karnataka,2020-08-01,5567398.0
karnataka,2020-09-01,6478355.0
karnataka,2020-10-01,7037689.0
karnataka,2020-11-01,6649926.0
